DLINK_DNR-322L.1.40B01(1.16.1219.2012).BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.19.7,cve-2019-5482|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2017-2628|cve-2015-3148|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,glibc,2.5,,lighttpd,1.4.25,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2013-1427|cve-2011-4362|cve-2010-0295,mdadm,2.5.6,cve-2014-5220,openssl,0.9.7d,,php,4.0.3,,samba,3.5.15,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2017-7494|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-0240|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150
DLINK_DNS320L(LW).1.03B04(3.07.0904.2013).BIN,avahi,0.6.30,,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,cryptsetup,1.3.0,,curl,7.19.7,cve-2019-5482|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2017-2628|cve-2015-3148|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,e2fsprogs,2f,,flash,1.0,cve-2012-1303,glibc,2.8,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391,libavformat,53.21.0,,libpng,1.2.39,,libgcrypt,1.5.0,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,mdadm,2.5.6,cve-2014-5220,openssl,0.9.7d,,php,4.0.3,,pure-ftpd,1.0.29,cve-2011-1575|cve-2011-0411|cve-2011-0418,samba,3.5.15,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2017-7494|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-0240|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150,unzip,6.00,cve-2018-1000035
DLINK_DNS320L(LW)_A3(A2)_FW_V1.02.BIN,avahi,0.6.30,,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,cryptsetup,1.3.0,,curl,7.19.7,cve-2019-5482|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2017-2628|cve-2015-3148|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,e2fsprogs,2f,,flash,1.0,cve-2012-1303,glibc,2.8,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391,libavformat,53.21.0,,libpng,1.2.39,,libgcrypt,1.5.0,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,mdadm,2.5.6,cve-2014-5220,openssl,0.9.7d,,php,4.0.3,,pure-ftpd,1.0.29,cve-2011-1575|cve-2011-0411|cve-2011-0418,samba,3.5.15,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2017-7494|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-0240|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150,unzip,6.00,cve-2018-1000035
DMS-1100-SERIES-V1-00-012-OS.HEX,glibc,2.13,cve-2016-1234|cve-2015-7547|cve-2015-0235|cve-2014-6040|cve-2014-0475|cve-2013-7423|cve-2013-4788|cve-2013-4458|cve-2013-1914|cve-2013-4332|cve-2013-4237|cve-2013-2207|cve-2013-1914|cve-2012-4424|cve-2012-4412|cve-2011-4609|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1089|cve-2010-0296|cve-2009-5029,lua,5.0,,openssl,0.9.8r,cve-2017-3735|cve-2014-3566|cve-2014-3510|cve-2014-3508|cve-2014-3507|cve-2014-3506|cve-2014-3505|cve-2014-3470|cve-2014-0221|cve-2014-0195|cve-2014-0076|cve-2013-0169|cve-2013-0166|cve-2012-2333|cve-2012-2110|cve-2012-1165|cve-2006-7250|cve-2012-0884|cve-2012-0027|cve-2011-4619|cve-2011-4577|cve-2011-4576|cve-2011-4109|cve-2011-4108|cve-2011-3210|cve-2011-1473|cve-2011-5094|cve-2010-5298|cve-2006-7250
DNR-322L_AX_V2.60B15.BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.5,,openssl,1.0.2k,cve-2019-1563|cve-2019-1559|cve-2019-1552|cve-2019-1547|cve-2018-5407|cve-2018-0739|cve-2018-0737|cve-2018-0734|cve-2018-0732|cve-2017-3738|cve-2016-0701|cve-2017-3736|cve-2017-3732|cve-2015-3193|cve-2017-3737|cve-2017-3736|cve-2017-3735
DNR-322L_FW_130B.BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.19.7,cve-2019-5482|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2017-2628|cve-2015-3148|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,glibc,2.5,,lighttpd,1.4.25,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2013-1427|cve-2011-4362|cve-2010-0295,mdadm,2.5.6,cve-2014-5220,openssl,0.9.7d,,php,4.0.3,,samba,3.5.15,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2017-7494|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-0240|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150
DNR-326_AX_V2.70B04.BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.5,,openssl,1.0.2k,cve-2019-1563|cve-2019-1559|cve-2019-1552|cve-2019-1547|cve-2018-5407|cve-2018-0739|cve-2018-0737|cve-2018-0734|cve-2018-0732|cve-2017-3738|cve-2016-0701|cve-2017-3736|cve-2017-3732|cve-2015-3193|cve-2017-3737|cve-2017-3736|cve-2017-3735
DNR326_FW_120B02.BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.19.7,cve-2019-5482|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2017-2628|cve-2015-3148|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,glibc,2.5,,lighttpd,1.4.25,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2013-1427|cve-2011-4362|cve-2010-0295,mdadm,2.5.6,cve-2014-5220,openssl,0.9.7d,,php,4.0.3,,samba,3.5.15,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2017-7494|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-0240|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150
DSL-2740B_F1_V100NA.BIN,wpa_supplicant,0.5,
DSL-6740U_REVH1_1.01.19_12092013_BZ_.BIN,busybox,1.17.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,openssl,0.9.7f,
DSL-6740U_REVH1_BZ_1.01.19.BIN,busybox,1.17.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,openssl,0.9.7f,
DSL2740B_F1_NA_2.06_11192012.BIN,wpa_supplicant,0.5,
DSMG600_FIRMWARE_100.BIN,openssl,0.9.7e,
DSMG600_FIRMWARE_101.BIN,openssl,0.9.7e,
DSP-W110_A2_FW122B03.BIN,avahi,0.6.31,,busybox,1.21.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2011-5325,iperf,3.0.11,cve-2016-4303,lighttpd,1.4.34,cve-2014-2324|cve-2014-2323,openssl,1.0.1h,cve-2017-3735|cve-2016-6306|cve-2016-6304|cve-2016-6303|cve-2016-6302|cve-2016-2842|cve-2016-0799|cve-2016-2183|cve-2016-2182|cve-2016-2181|cve-2016-2180|cve-2016-2179|cve-2016-2178|cve-2016-2177|cve-2016-0800|cve-2016-0799|cve-2016-2842|cve-2016-0798|cve-2016-0797|cve-2016-0705|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2016-0702|cve-2015-4000|cve-2015-3197|cve-2015-3196|cve-2015-3195|cve-2015-3194|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-5139|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3513|cve-2014-3512,uclibc,0.9.30,,wpa_supplicant,2.0,cve-2019-16275|cve-2019-11555|cve-2018-14526|cve-2017-13088|cve-2017-13087|cve-2017-13086|cve-2017-13084|cve-2017-13082|cve-2017-13081|cve-2017-13080|cve-2017-13079|cve-2017-13078|cve-2017-13077|cve-2015-5316|cve-2015-5315|cve-2015-5314|cve-2015-4146|cve-2015-4145|cve-2015-4144|cve-2015-4143|cve-2015-4142|cve-2015-4141|cve-2015-1863|cve-2014-3686
DSP-W110_B1_FW204B04.BIN,avahi,0.6.31,,boa,0.94,,busybox,1.21.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2011-5325,glibc,2.2,cve-2016-1234|cve-2015-0235|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,iperf,3.0.11,cve-2016-4303,lighttpd,1.4.34,cve-2014-2324|cve-2014-2323,openssl,1.0.1h,cve-2017-3735|cve-2016-6306|cve-2016-6304|cve-2016-6303|cve-2016-6302|cve-2016-2842|cve-2016-0799|cve-2016-2183|cve-2016-2182|cve-2016-2181|cve-2016-2180|cve-2016-2179|cve-2016-2178|cve-2016-2177|cve-2016-0800|cve-2016-0799|cve-2016-2842|cve-2016-0798|cve-2016-0797|cve-2016-0705|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2016-0702|cve-2015-4000|cve-2015-3197|cve-2015-3196|cve-2015-3195|cve-2015-3194|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-5139|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3513|cve-2014-3512,uclibc,0.9.30.3,
DSP-W215AX_FW125B03.BIN,avahi,0.6.31,,curl,7.30.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9953|cve-2016-9952|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,1.0.0m,cve-2017-3735|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2015-3196|cve-2015-3195|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3512|cve-2014-3511|cve-2014-3510|cve-2014-3509|cve-2014-3508|cve-2014-3507|cve-2014-3506|cve-2014-3505,wpa_supplicant,0.8,
DSP-W215B2_FW223B02.BIN,avahi,0.6.31,,busybox,1.21.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2011-5325,iperf,3.0.11,cve-2016-4303,lighttpd,1.4.48,,openssl,1.0.1h,cve-2017-3735|cve-2016-6306|cve-2016-6304|cve-2016-6303|cve-2016-6302|cve-2016-2842|cve-2016-0799|cve-2016-2183|cve-2016-2182|cve-2016-2181|cve-2016-2180|cve-2016-2179|cve-2016-2178|cve-2016-2177|cve-2016-0800|cve-2016-0799|cve-2016-2842|cve-2016-0798|cve-2016-0797|cve-2016-0705|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2016-0702|cve-2015-4000|cve-2015-3197|cve-2015-3196|cve-2015-3195|cve-2015-3194|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-5139|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3513|cve-2014-3512,uclibc,0.9.30,,wpa_supplicant,2.0,cve-2019-16275|cve-2019-11555|cve-2018-14526|cve-2017-13088|cve-2017-13087|cve-2017-13086|cve-2017-13084|cve-2017-13082|cve-2017-13081|cve-2017-13080|cve-2017-13079|cve-2017-13078|cve-2017-13077|cve-2015-5316|cve-2015-5315|cve-2015-5314|cve-2015-4146|cve-2015-4145|cve-2015-4144|cve-2015-4143|cve-2015-4142|cve-2015-4141|cve-2015-1863|cve-2014-3686
DSPW115_A1_FW100B10-AGENT-B37.BIN,curl,7.48.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2018-16839|cve-2017-1000101|cve-2017-8817|cve-2017-8816|cve-2017-2629|cve-2016-9953|cve-2016-9952|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739,openssl,1.0.2j,cve-2019-1563|cve-2019-1559|cve-2019-1552|cve-2019-1547|cve-2018-5407|cve-2018-0739|cve-2018-0737|cve-2018-0734|cve-2018-0732|cve-2017-3738|cve-2016-0701|cve-2017-3736|cve-2017-3732|cve-2015-3193|cve-2017-3737|cve-2017-3736|cve-2017-3735|cve-2017-3731|cve-2016-7055
DSPW215A1_FW126B03.BIN,avahi,0.6.31,,curl,7.30.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9953|cve-2016-9952|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,1.0.0m,cve-2017-3735|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2015-3196|cve-2015-3195|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3512|cve-2014-3511|cve-2014-3510|cve-2014-3509|cve-2014-3508|cve-2014-3507|cve-2014-3506|cve-2014-3505,wpa_supplicant,0.8,
DSPW215A2_FW124B01.BIN,avahi,0.6.31,,curl,7.30.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9953|cve-2016-9952|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,1.0.0m,cve-2017-3735|cve-2016-0704|cve-2016-0800|cve-2016-0703|cve-2016-0800|cve-2015-3196|cve-2015-3195|cve-2015-1792|cve-2015-1791|cve-2015-1790|cve-2015-1789|cve-2015-1788|cve-2015-0293|cve-2015-0289|cve-2015-0288|cve-2015-0287|cve-2015-0286|cve-2015-0209|cve-2015-0206|cve-2015-0205|cve-2015-0204|cve-2014-8275|cve-2014-3572|cve-2014-3571|cve-2014-3570|cve-2014-3568|cve-2014-3567|cve-2014-3566|cve-2014-3512|cve-2014-3511|cve-2014-3510|cve-2014-3509|cve-2014-3508|cve-2014-3507|cve-2014-3506|cve-2014-3505,wpa_supplicant,0.8,
FW V1.10B04_V1.10B04.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.29.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
RKP8D1_FW_1.00.14.BIN,openssl,0.9.7i,
RKP8D1_FW_1.01.01.BIN,openssl,0.9.7i,
