libavcodec,54.23.100,05/10/2013
libavcodec,52.72.2,08/23/2010
libavcodec,52.20.1,05/01/2010
libavcodec,56.26.100,04/20/2015
libavcodec,57.89.100,04/28/2017
libavcodec,54.59.100,03/16/2013
