glibc,2.21,02/06/2015
glibc,2.19,02/07/2014
glibc,2.18,08/12/2013
glibc,2.8,02/26/2009
glibc,2.2,11/10/2000
glibc,2.5,09/29/2006
glibc,2.3,10/03/2002
glibc,2.16,06/30/2012
glibc,2.11,11/30/2009
glibc,2.13,03/06/2011
glibc,2.23,02/19/2016
glibc,2.20,09/17/2014
