lighttpd,1.4.28,08/22/2010
lighttpd,1.4.34,01/20/2014
lighttpd,1.4.48,11/11/2017
lighttpd,1.4.25,11/21/2009
lighttpd,1.4.18,09/09/2007
lighttpd,1.4.20,09/30/2008
lighttpd,1.4.35,03/12/2014
