curl,7.19.7,11/04/2009
curl,7.37.0,05/21/2014
curl,7.29.0,02/06/2013
curl,7.30.0,04/12/2013
curl,7.18.2,06/04/2008
curl,7.40.0,01/08/2015
curl,7.50.0,07/21/2016
curl,7.38.0,09/10/2014
curl,7.35.0,01/29/2014
curl,7.32.0,08/12/2013
curl,7.33.0,10/14/2013
curl,7.24.0,01/24/2012
curl,7.53.0,02/22/2017
curl,7.51.0,11/02/2016
,,
,,
,,
,,
,,
,,
,,
,,
