libpng,1.2.18,05/15/2007
libpng,1.2.37,06/04/2009
libpng,1.2.56,12/17/2015
libpng,1.2.39,08/13/2009
libpng,1.2.46,07/09/2011
libpng,1.2.50,06/03/2013
libpng,1.2.51,02/06/2014
libpng,1.0.9,03/15/2001
