miniupnp,1.8,02/06/2013
miniupnp,1.4,10/30/2009
miniupnp,1.6,07/25/2011
miniupnp,1.3,12/09/2014
miniupnp,2.0,04/19/2016
miniupnp,1.9,10/27/2014
miniupnp,1.7,05/28/2012
miniupnp,1.0,10/07/2008
